1,204,227
2,155,227
3,160,227
4,161,227
5,38,227
6,143,227
7,150,227
1,7,208
2,178,208
3,93,208
4,23,208
5,29,208
6,59,208
7,59,208
1,166,287
2,149,287
3,123,287
4,170,287
5,247,287
6,123,287
7,165,287
1,269,360
2,269,360
3,255,360
4,351,360
5,177,360
6,177,360
7,232,360
1,140,219
2,126,219
3,177,219
4,98,219
5,175,219
6,99,219
7,96,219
1,107,199
2,92,199
3,15,199
4,187,199
5,144,199
6,15,199
7,132,199
1,255,268
2,162,268
3,180,268
4,93,268
5,53,268
6,76,268
7,268,268
1,94,260
2,260,260
3,88,260
4,85,260
5,26,260
6,251,260
7,201,260
1,140,281
2,89,281
3,159,281
4,103,281
5,205,281
6,150,281
7,34,281
1,98,281
2,194,281
3,194,281
4,183,281
5,194,281
6,116,281
7,242,281
1,122,198
2,114,198
3,49,198
4,179,198
5,138,198
6,37,198
7,163,198
1,122,202
2,46,202
3,98,202
4,102,202
5,65,202
6,144,202
7,180,202
1,153,326
2,105,326
3,105,326
4,223,326
5,165,326
6,262,326
7,218,326
1,109,280
2,208,280
3,40,280
4,143,280
5,75,280
6,174,280
7,171,280
1,69,121
2,55,121
3,90,121
4,114,121
5,55,121
6,28,121
7,35,121
1,42,265
2,62,265
3,0,265
4,104,265
5,129,265
6,0,265
7,87,265
1,98,231
2,183,231
3,87,231
4,115,231
5,115,231
6,98,231
7,0,231
1,122,228
2,117,228
3,97,228
4,129,228
5,66,228
6,56,228
7,109,228
1,202,253
2,200,253
3,184,253
4,200,253
5,165,253
6,200,253
7,115,253
1,117,221
2,61,221
3,87,221
4,21,221
5,99,221
6,20,221
7,60,221
1,180,314
2,131,314
3,212,314
4,212,314
5,183,314
6,152,314
7,212,314
1,0,279
2,138,279
3,107,279
4,45,279
5,78,279
6,171,279
7,279,279
1,53,205
2,155,205
3,20,205
4,155,205
5,122,205
6,98,205
7,0,205
1,138,231
2,60,231
3,129,231
4,180,231
5,148,231
6,106,231
7,70,231
1,106,223
2,25,223
3,88,223
4,106,223
5,58,223
6,78,223
7,47,223
1,112,191
2,127,191
3,36,191
4,99,191
5,51,191
6,104,191
7,47,191
1,115,337
2,193,337
3,68,337
4,294,337
5,164,337
6,165,337
7,308,337
1,212,279
2,79,279
3,187,279
4,170,279
5,53,279
6,61,279
7,193,279
1,65,301
2,301,301
3,301,301
4,109,301
5,225,301
6,203,301
7,174,301
1,110,225
2,62,225
3,45,225
4,55,225
5,100,225
6,10,225
7,149,225
1,113,296
2,221,296
3,208,296
4,205,296
5,139,296
6,200,296
7,119,296
1,73,307
2,247,307
3,237,307
4,224,307
5,200,307
6,195,307
7,147,307
1,17,256
2,256,256
3,135,256
4,55,256
5,80,256
6,177,256
7,55,256
1,255,313
2,249,313
3,313,313
4,231,313
5,176,313
6,58,313
7,46,313
1,209,280
2,0,280
3,123,280
4,77,280
5,106,280
6,209,280
7,170,280
1,0,315
2,154,315
3,268,315
4,265,315
5,315,315
6,18,315
7,69,315
1,219,316
2,170,316
3,30,316
4,170,316
5,296,316
6,30,316
7,83,316
1,0,339
2,119,339
3,285,339
4,226,339
5,255,339
6,107,339
7,255,339
1,34,265
2,138,265
3,55,265
4,19,265
5,116,265
6,34,265
7,72,265
1,149,255
2,216,255
3,202,255
4,121,255
5,187,255
6,171,255
7,135,255
1,85,374
2,311,374
3,205,374
4,156,374
5,170,374
6,241,374
7,321,374
1,0,232
2,104,232
3,212,232
4,232,232
5,116,232
6,136,232
7,148,232
1,125,307
2,205,307
3,218,307
4,179,307
5,227,307
6,238,307
7,119,307
1,107,279
2,90,279
3,90,279
4,123,279
5,65,279
6,219,279
7,171,279
1,171,254
2,187,254
3,24,254
4,160,254
5,160,254
6,160,254
7,31,254
1,246,252
2,100,252
3,246,252
4,78,252
5,252,252
6,140,252
7,45,252
1,65,281
2,211,281
3,216,281
4,185,281
5,90,281
6,95,281
7,191,281
1,179,287
2,179,287
3,66,287
4,95,287
5,271,287
6,152,287
7,132,287
1,125,225
2,137,225
3,143,225
4,161,225
5,143,225
6,195,225
7,97,225
1,82,255
2,108,255
3,0,255
4,255,255
5,196,255
6,82,255
7,230,255
