1,360,573
2,94,573
3,392,573
4,252,573
5,317,573
6,316,573
7,272,573
1,229,588
2,403,588
3,295,588
4,0,588
5,235,588
6,291,588
7,526,588
1,278,572
2,395,572
3,335,572
4,328,572
5,0,572
6,400,572
7,339,572
1,144,492
2,347,492
3,263,492
4,219,492
5,244,492
6,354,492
7,114,492
1,211,452
2,118,452
3,291,452
4,292,452
5,200,452
6,302,452
7,256,452
1,392,582
2,389,582
3,395,582
4,409,582
5,215,582
6,336,582
7,347,582
1,279,614
2,208,614
3,278,614
4,332,614
5,389,614
6,363,614
7,129,614
1,322,579
2,505,579
3,304,579
4,198,579
5,266,579
6,498,579
7,98,579
1,500,685
2,435,685
3,459,685
4,0,685
5,280,685
6,443,685
7,268,685
1,264,448
2,180,448
3,0,448
4,243,448
5,308,448
6,249,448
7,112,448
