0,122,122
1,122,122
2,122,122
3,122,122
4,122,122
5,122,122
0,98,98
1,98,98
2,98,98
3,98,98
4,98,98
5,98,98
0,97,97
1,97,97
2,97,97
3,97,97
4,97,97
5,97,97
0,132,132
1,132,132
2,132,132
3,132,132
4,132,132
5,132,132
0,94,94
1,94,94
2,94,94
3,94,94
4,94,94
5,94,94
0,89,89
1,89,89
2,89,89
3,89,89
4,89,89
5,89,89
0,50,50
1,50,50
2,50,50
3,50,50
4,50,50
5,50,50
0,60,60
1,60,60
2,60,60
3,60,60
4,60,60
5,60,60
0,83,83
1,83,83
2,83,83
3,83,83
4,83,83
5,83,83
0,109,109
1,109,109
2,109,109
3,109,109
4,109,109
5,109,109
