0,198,198
1,198,198
2,198,198
3,198,198
4,198,198
5,198,198
0,227,227
1,227,227
2,227,227
3,227,227
4,227,227
5,227,227
0,170,170
1,170,170
2,170,170
3,170,170
4,170,170
5,170,170
0,207,207
1,207,207
2,207,207
3,207,207
4,207,207
5,207,207
0,320,320
1,320,320
2,320,320
3,320,320
4,320,320
5,320,320
0,185,185
1,185,185
2,185,185
3,185,185
4,185,185
5,185,185
0,203,203
1,203,203
2,203,203
3,203,203
4,203,203
5,203,203
0,147,147
1,147,147
2,147,147
3,147,147
4,147,147
5,147,147
0,268,268
1,268,268
2,268,268
3,268,268
4,268,268
5,268,268
0,173,185
1,185,185
2,185,185
3,185,185
4,185,185
5,185,185
