1,290,310
2,289,310
3,232,310
4,266,310
5,248,310
6,204,310
7,290,310
1,232,257
2,190,257
3,225,257
4,257,257
5,220,257
6,213,257
7,232,257
1,268,424
2,255,424
3,341,424
4,365,424
5,365,424
6,319,424
7,341,424
1,224,266
2,218,266
3,205,266
4,207,266
5,140,266
6,224,266
7,248,266
1,209,224
2,210,224
3,196,224
4,163,224
5,210,224
6,139,224
7,163,224
1,298,333
2,333,333
3,276,333
4,276,333
5,333,333
6,321,333
7,286,333
1,232,313
2,220,313
3,234,313
4,208,313
5,241,313
6,253,313
7,295,313
1,175,203
2,148,203
3,177,203
4,189,203
5,148,203
6,189,203
7,181,203
1,276,348
2,241,348
3,168,348
4,267,348
5,260,348
6,298,348
7,225,348
1,179,280
2,163,280
3,187,280
4,183,280
5,187,280
6,157,280
7,218,280
1,237,301
2,253,301
3,253,301
4,198,301
5,173,301
6,301,301
7,301,301
1,362,384
2,345,384
3,297,384
4,336,384
5,384,384
6,344,384
7,285,384
