0,225,225
1,225,225
2,225,225
3,225,225
4,225,225
5,225,225
0,106,106
1,106,106
2,106,106
3,106,106
4,106,106
5,106,106
0,115,115
1,115,115
2,115,115
3,115,115
4,115,115
5,115,115
0,104,132
1,132,132
2,132,132
3,132,132
4,132,132
5,132,132
0,160,160
1,160,160
2,160,160
3,160,160
4,160,160
5,160,160
0,96,96
1,96,96
2,96,96
3,96,96
4,96,96
5,96,96
0,144,144
1,144,144
2,144,144
3,144,144
4,144,144
5,144,144
0,83,130
1,130,130
2,130,130
3,130,130
4,130,130
5,130,130
0,63,122
1,122,122
2,122,122
3,122,122
4,122,122
5,122,122
0,39,39
1,39,39
2,39,39
3,39,39
4,39,39
5,39,39
