0,194,194
1,194,194
2,194,194
3,194,194
4,194,194
5,194,194
0,132,132
1,132,132
2,132,132
3,132,132
4,132,132
5,132,132
0,143,148
1,148,148
2,148,148
3,148,148
4,148,148
5,148,148
0,113,160
1,160,160
2,160,160
3,160,160
4,160,160
5,160,160
0,230,230
1,230,230
2,230,230
3,230,230
4,230,230
5,230,230
0,148,202
1,202,202
2,202,202
3,202,202
4,202,202
5,202,202
0,166,181
1,181,181
2,181,181
3,181,181
4,181,181
5,181,181
0,180,180
1,180,180
2,180,180
3,180,180
4,180,180
5,180,180
0,93,113
1,113,113
2,113,113
3,113,113
4,113,113
5,113,113
0,120,175
1,175,175
2,175,175
3,175,175
4,175,175
5,175,175
