1,75,75
2,75,75
3,75,75
4,75,75
5,75,75
6,75,75
7,75,75
1,30,30
2,30,30
3,30,30
4,30,30
5,30,30
6,30,30
7,30,30
1,24,24
2,24,24
3,24,24
4,24,24
5,24,24
6,24,24
7,24,24
1,88,88
2,88,88
3,88,88
4,88,88
5,88,88
6,88,88
7,88,88
1,3,3
2,3,3
3,3,3
4,3,3
5,3,3
6,3,3
7,3,3
1,52,52
2,52,52
3,52,52
4,52,52
5,52,52
6,52,52
7,52,52
1,89,89
2,89,89
3,89,89
4,89,89
5,89,89
6,89,89
7,89,89
1,0,98
2,98,98
3,98,98
4,98,98
5,98,98
6,98,98
7,98,98
1,0,96
2,96,96
3,96,96
4,96,96
5,96,96
6,96,96
7,96,96
1,0,27
2,27,27
3,27,27
4,27,27
5,27,27
6,27,27
7,27,27
1,79,79
2,79,79
3,50,79
4,0,79
5,79,79
6,79,79
7,79,79
1,94,94
2,0,94
3,94,94
4,94,94
5,94,94
6,94,94
7,94,94
1,85,85
2,85,85
3,0,85
4,85,85
5,85,85
6,85,85
7,85,85
1,65,65
2,65,65
3,65,65
4,65,65
5,65,65
6,65,65
7,65,65
1,81,81
2,81,81
3,81,81
4,81,81
5,81,81
6,81,81
7,81,81
1,82,82
2,82,82
3,82,82
4,82,82
5,82,82
6,82,82
7,82,82
1,11,11
2,11,11
3,11,11
4,11,11
5,11,11
6,11,11
7,11,11
1,72,72
2,72,72
3,72,72
4,72,72
5,72,72
6,72,72
7,72,72
1,92,92
2,92,92
3,92,92
4,92,92
5,92,92
6,92,92
7,92,92
1,0,46
2,46,46
3,46,46
4,46,46
5,46,46
6,46,46
7,46,46
1,39,39
2,39,39
3,39,39
4,39,39
5,39,39
6,39,39
7,39,39
1,20,20
2,20,20
3,20,20
4,20,20
5,20,20
6,20,20
7,20,20
1,42,42
2,42,42
3,42,42
4,42,42
5,42,42
6,42,42
7,42,42
1,41,41
2,41,41
3,41,41
4,41,41
5,41,41
6,41,41
7,41,41
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
1,24,24
2,24,24
3,24,24
4,24,24
5,24,24
6,24,24
7,24,24
1,22,22
2,22,22
3,22,22
4,22,22
5,22,22
6,22,22
7,22,22
1,22,22
2,22,22
3,0,22
4,22,22
5,22,22
6,22,22
7,22,22
1,51,51
2,0,51
3,51,51
4,51,51
5,51,51
6,51,51
7,51,51
1,75,75
2,75,75
3,75,75
4,75,75
5,75,75
6,75,75
7,75,75
1,49,49
2,49,49
3,49,49
4,49,49
5,49,49
6,49,49
7,49,49
1,57,57
2,57,57
3,57,57
4,57,57
5,57,57
6,57,57
7,57,57
1,57,57
2,57,57
3,57,57
4,57,57
5,57,57
6,57,57
7,57,57
1,87,87
2,87,87
3,87,87
4,87,87
5,87,87
6,87,87
7,87,87
1,0,82
2,82,82
3,82,82
4,82,82
5,82,82
6,82,82
7,82,82
1,40,40
2,40,40
3,40,40
4,40,40
5,40,40
6,40,40
7,40,40
1,63,63
2,63,63
3,63,63
4,63,63
5,63,63
6,63,63
7,63,63
1,32,32
2,32,32
3,32,32
4,32,32
5,32,32
6,32,32
7,32,32
1,54,54
2,54,54
3,54,54
4,54,54
5,54,54
6,54,54
7,54,54
1,3,3
2,3,3
3,3,3
4,3,3
5,3,3
6,3,3
7,3,3
1,83,83
2,83,83
3,83,83
4,83,83
5,83,83
6,83,83
7,83,83
1,65,65
2,65,65
3,65,65
4,65,65
5,65,65
6,65,65
7,65,65
1,40,40
2,40,40
3,40,40
4,40,40
5,40,40
6,40,40
7,40,40
1,26,26
2,26,26
3,26,26
4,26,26
5,26,26
6,26,26
7,26,26
1,53,53
2,53,53
3,53,53
4,53,53
5,53,53
6,53,53
7,53,53
1,22,22
2,22,22
3,22,22
4,22,22
5,22,22
6,22,22
7,22,22
1,0,54
2,54,54
3,54,54
4,54,54
5,54,54
6,54,54
7,54,54
1,50,50
2,50,50
3,50,50
4,50,50
5,50,50
6,50,50
7,50,50
1,85,85
2,85,85
3,85,85
4,85,85
5,85,85
6,85,85
7,85,85
1,71,83
2,0,83
3,0,83
4,0,83
5,0,83
6,0,83
7,0,83
