1,300,506
2,309,506
3,322,506
4,256,506
5,332,506
6,301,506
7,200,506
1,285,516
2,229,516
3,165,516
4,247,516
5,343,516
6,227,516
7,433,516
1,242,546
2,347,546
3,286,546
4,312,546
5,98,546
6,384,546
7,488,546
1,232,552
2,304,552
3,223,552
4,233,552
5,251,552
6,305,552
7,301,552
1,331,544
2,174,544
3,287,544
4,353,544
5,251,544
6,412,544
7,405,544
1,326,489
2,239,489
3,139,489
4,283,489
5,206,489
6,204,489
7,49,489
1,304,444
2,210,444
3,123,444
4,226,444
5,174,444
6,177,444
7,122,444
1,257,452
2,292,452
3,284,452
4,274,452
5,291,452
6,284,452
7,305,452
1,361,574
2,386,574
3,386,574
4,301,574
5,309,574
6,309,574
7,348,574
1,299,516
2,318,516
3,390,516
4,240,516
5,234,516
6,328,516
7,142,516
1,299,581
2,269,581
3,237,581
4,67,581
5,268,581
6,287,581
7,436,581
1,189,412
2,148,412
3,0,412
4,133,412
5,235,412
6,77,412
7,129,412
1,162,432
2,250,432
3,0,432
4,250,432
5,259,432
6,277,432
7,126,432
1,306,446
2,128,446
3,260,446
4,329,446
5,224,446
6,331,446
7,288,446
1,411,490
2,490,490
3,289,490
4,422,490
5,0,490
6,347,490
7,148,490
1,310,477
2,235,477
3,268,477
4,308,477
5,276,477
6,250,477
7,312,477
1,0,510
2,212,510
3,251,510
4,270,510
5,226,510
6,163,510
7,340,510
1,295,512
2,236,512
3,267,512
4,371,512
5,187,512
6,198,512
7,82,512
1,184,349
2,320,349
3,77,349
4,242,349
5,213,349
6,87,349
7,321,349
1,241,310
2,205,310
3,206,310
4,115,310
5,163,310
6,197,310
7,205,310
1,370,520
2,370,520
3,295,520
4,66,520
5,212,520
6,366,520
7,404,520
1,241,586
2,336,586
3,432,586
4,321,586
5,358,586
6,328,586
7,376,586
1,0,476
2,194,476
3,371,476
4,276,476
5,277,476
6,234,476
7,401,476
1,316,526
2,336,526
3,250,526
4,412,526
5,254,526
6,401,526
7,227,526
1,265,541
2,171,541
3,479,541
4,307,541
5,312,541
6,359,541
7,159,541
1,127,413
2,205,413
3,41,413
4,210,413
5,158,413
6,323,413
7,247,413
1,234,521
2,375,521
3,186,521
4,375,521
5,118,521
6,157,521
7,233,521
1,188,491
2,0,491
3,232,491
4,198,491
5,308,491
6,106,491
7,381,491
1,314,511
2,256,511
3,369,511
4,196,511
5,368,511
6,272,511
7,374,511
1,0,529
2,216,529
3,201,529
4,390,529
5,165,529
6,66,529
7,308,529
1,302,510
2,168,510
3,297,510
4,326,510
5,403,510
6,303,510
7,370,510
1,150,521
2,308,521
3,521,521
4,263,521
5,316,521
6,76,521
7,445,521
1,285,514
2,321,514
3,235,514
4,242,514
5,350,514
6,156,514
7,274,514
1,349,433
2,168,433
3,152,433
4,300,433
5,148,433
6,349,433
7,198,433
1,0,452
2,374,452
3,0,452
4,275,452
5,257,452
6,292,452
7,299,452
1,0,541
2,258,541
3,362,541
4,422,541
5,229,541
6,307,541
7,206,541
1,316,475
2,206,475
3,213,475
4,0,475
5,149,475
6,315,475
7,127,475
