1,121,510
2,170,510
3,463,510
4,261,510
5,0,510
6,0,510
7,217,510
1,193,384
2,110,384
3,56,384
4,139,384
5,153,384
6,97,384
7,191,384
1,341,460
2,0,460
3,314,460
4,220,460
5,382,460
6,341,460
7,246,460
1,254,374
2,202,374
3,48,374
4,202,374
5,363,374
6,188,374
7,71,374
1,159,459
2,282,459
3,178,459
4,282,459
5,61,459
6,411,459
7,247,459
1,216,369
2,179,369
3,309,369
4,152,369
5,136,369
6,112,369
7,238,369
1,170,406
2,276,406
3,0,406
4,241,406
5,288,406
6,276,406
7,194,406
1,195,400
2,0,400
3,0,400
4,230,400
5,214,400
6,190,400
7,136,400
1,307,339
2,178,339
3,228,339
4,225,339
5,149,339
6,139,339
7,209,339
1,248,387
2,252,387
3,199,387
4,183,387
5,142,387
6,251,387
7,267,387
1,225,431
2,259,431
3,290,431
4,125,431
5,177,431
6,198,431
7,256,431
1,97,418
2,303,418
3,276,418
4,167,418
5,174,418
6,401,418
7,243,418
1,366,510
2,341,510
3,284,510
4,424,510
5,263,510
6,272,510
7,409,510
1,168,387
2,196,387
3,83,387
4,120,387
5,228,387
6,191,387
7,299,387
1,0,384
2,204,384
3,0,384
4,113,384
5,97,384
6,75,384
7,78,384
1,234,427
2,152,427
3,334,427
4,222,427
5,215,427
6,191,427
7,67,427
1,182,383
2,122,383
3,200,383
4,80,383
5,323,383
6,0,383
7,128,383
1,86,389
2,152,389
3,228,389
4,92,389
5,366,389
6,198,389
7,215,389
1,214,365
2,130,365
3,263,365
4,208,365
5,189,365
6,51,365
7,173,365
1,226,478
2,281,478
3,333,478
4,247,478
5,194,478
6,135,478
7,286,478
1,180,218
2,163,218
3,130,218
4,125,218
5,69,218
6,88,218
7,45,218
1,71,338
2,139,338
3,217,338
4,179,338
5,108,338
6,144,338
7,36,338
1,161,398
2,268,398
3,262,398
4,144,398
5,210,398
6,0,398
7,115,398
1,318,505
2,318,505
3,229,505
4,368,505
5,281,505
6,422,505
7,385,505
1,190,360
2,176,360
3,203,360
4,233,360
5,130,360
6,203,360
7,230,360
1,225,451
2,228,451
3,25,451
4,89,451
5,163,451
6,335,451
7,135,451
1,184,398
2,224,398
3,323,398
4,233,398
5,243,398
6,130,398
7,169,398
1,0,371
2,208,371
3,309,371
4,211,371
5,236,371
6,177,371
7,162,371
1,211,361
2,247,361
3,222,361
4,140,361
5,89,361
6,236,361
7,116,361
1,115,414
2,230,414
3,122,414
4,163,414
5,246,414
6,114,414
7,265,414
1,384,448
2,55,448
3,226,448
4,192,448
5,265,448
6,333,448
7,119,448
1,210,438
2,42,438
3,116,438
4,239,438
5,168,438
6,334,438
7,187,438
1,136,359
2,138,359
3,0,359
4,122,359
5,90,359
6,180,359
7,280,359
1,319,478
2,194,478
3,181,478
4,394,478
5,235,478
6,246,478
7,222,478
1,177,391
2,237,391
3,269,391
4,97,391
5,213,391
6,250,391
7,258,391
1,260,410
2,164,410
3,164,410
4,362,410
5,223,410
6,121,410
7,260,410
1,285,360
2,178,360
3,183,360
4,242,360
5,329,360
6,186,360
7,147,360
1,183,447
2,0,447
3,220,447
4,137,447
5,0,447
6,142,447
7,113,447
1,165,358
2,79,358
3,195,358
4,358,358
5,97,358
6,207,358
7,183,358
1,146,446
2,0,446
3,282,446
4,158,446
5,0,446
6,296,446
7,225,446
1,166,329
2,145,329
3,130,329
4,290,329
5,12,329
6,139,329
7,63,329
1,180,313
2,93,313
3,286,313
4,160,313
5,96,313
6,200,313
7,168,313
1,129,375
2,39,375
3,110,375
4,221,375
5,232,375
6,210,375
7,125,375
1,212,436
2,252,436
3,223,436
4,121,436
5,229,436
6,249,436
7,192,436
1,250,473
2,400,473
3,238,473
4,236,473
5,74,473
6,258,473
7,181,473
1,314,395
2,166,395
3,173,395
4,156,395
5,213,395
6,74,395
7,224,395
1,127,365
2,176,365
3,183,365
4,203,365
5,276,365
6,181,365
7,190,365
